year,state,age,gender,race,voter_registration
2020,New York,60,Male,100,0.0
2020,New York,30,Female,100,0.0
2020,New York,65,Male,300,0.0
2020,New York,52,Female,300,0.0
2020,New York,70,Female,300,0.0
2020,New York,80,Male,100,1.0
2020,New York,62,Female,100,0.0
2020,New York,26,Male,100,0.0
2020,New York,19,Female,100,1.0
2020,New York,71,Male,100,1.0
2020,New York,18,Male,100,0.0
2020,New York,69,Female,100,0.0
2020,New York,72,Female,100,0.0
2020,New York,71,Female,100,0.0
2020,New York,77,Female,100,1.0
2020,New York,62,Male,100,0.0
2020,New York,60,Female,100,0.0
2020,New York,25,Male,100,0.0
2020,New York,29,Male,100,0.0
2020,New York,21,Female,100,0.0
2020,New York,29,Female,100,1.0
2020,North Carolina,27,Female,200,0.0
2020,North Carolina,42,Male,200,1.0
2020,North Carolina,38,Female,100,0.0
2020,North Carolina,27,Female,100,0.0
2020,North Carolina,45,Female,200,0.0
2020,North Carolina,51,Male,200,0.0
2020,North Carolina,78,Female,200,0.0
2020,North Carolina,80,Male,200,0.0
2020,North Carolina,41,Female,200,1.0
2020,North Carolina,18,Female,200,0.0
2020,North Carolina,42,Male,100,1.0
2020,North Carolina,31,Male,100,0.0
2020,North Carolina,33,Male,100,0.0
2020,North Carolina,34,Male,200,1.0
2020,North Carolina,48,Male,100,0.0
2020,North Carolina,75,Male,100,0.0
2020,North Carolina,20,Female,200,0.0
2020,North Carolina,71,Male,651,1.0
2020,North Carolina,47,Male,100,0.0
2020,North Carolina,38,Male,100,0.0
2020,North Carolina,19,Female,100,0.0
2020,North Carolina,60,Female,100,1.0
2020,North Carolina,21,Female,100,0.0
2020,North Carolina,44,Female,200,0.0
2020,North Carolina,70,Female,200,1.0
2020,North Carolina,63,Male,100,1.0
2020,North Carolina,66,Female,100,1.0
2020,North Carolina,24,Male,200,0.0
2020,North Carolina,25,Female,100,0.0
2020,North Carolina,34,Female,100,1.0
2020,North Carolina,32,Male,200,1.0
2020,North Carolina,33,Male,200,1.0
2020,North Carolina,49,Female,100,0.0
2020,North Carolina,45,Male,100,1.0
2020,North Carolina,27,Female,100,1.0
2020,North Carolina,28,Male,100,0.0
2020,North Carolina,80,Male,200,1.0
2020,North Carolina,27,Male,100,1.0
2020,North Carolina,34,Male,100,0.0
2020,North Carolina,71,Female,100,0.0
2020,North Carolina,36,Male,100,0.0
2020,North Carolina,61,Female,200,1.0
2020,North Carolina,59,Male,200,0.0
2020,North Carolina,51,Female,100,0.0
2020,North Carolina,24,Male,100,1.0
2020,North Carolina,24,Male,100,0.0
2020,North Carolina,29,Female,200,1.0
2020,North Carolina,57,Female,100,0.0
2020,North Carolina,30,Male,100,0.0
2020,North Carolina,33,Male,200,0.0
2020,North Carolina,30,Female,200,0.0
2020,North Carolina,28,Female,100,0.0
2020,North Carolina,22,Male,100,0.0
2020,North Carolina,21,Female,100,1.0
2020,North Carolina,41,Male,100,0.0
2020,North Carolina,70,Female,100,1.0
2020,North Carolina,64,Male,100,0.0
2020,North Carolina,72,Male,100,0.0
2020,North Carolina,79,Female,100,0.0
2020,North Carolina,77,Female,100,0.0
2020,North Carolina,61,Male,100,1.0
2020,North Carolina,34,Male,100,0.0
2020,North Carolina,33,Female,100,0.0
2020,North Carolina,85,Female,100,1.0
2020,North Carolina,54,Female,651,1.0
2020,North Carolina,79,Male,100,0.0
2020,North Carolina,78,Female,100,0.0
2020,North Carolina,64,Male,200,0.0
2020,North Carolina,19,Female,100,0.0
2020,North Carolina,56,Male,200,0.0
2020,North Carolina,35,Female,100,0.0
2020,North Carolina,40,Male,802,0.0
2020,North Carolina,18,Female,100,0.0
2020,North Carolina,54,Male,100,0.0
2020,North Carolina,18,Male,100,0.0
2020,North Carolina,20,Male,100,0.0
2020,North Carolina,21,Male,100,0.0
2020,North Carolina,42,Male,200,0.0
2020,North Carolina,72,Female,100,0.0
2020,North Carolina,76,Male,100,0.0
2020,North Carolina,22,Male,100,0.0
2020,North Carolina,19,Female,100,0.0
2020,North Carolina,41,Male,100,1.0
2020,North Carolina,19,Male,100,1.0
2020,North Carolina,41,Male,100,0.0
2020,North Carolina,32,Female,100,0.0
2020,North Carolina,22,Female,100,1.0
2020,North Carolina,39,Female,652,0.0
2020,North Carolina,54,Male,100,0.0
2020,North Carolina,58,Female,100,0.0
2020,North Carolina,26,Male,200,1.0
2020,North Carolina,28,Female,200,1.0
2020,North Carolina,36,Female,100,1.0
2020,North Carolina,35,Male,100,0.0
2020,North Carolina,58,Female,100,0.0
2020,North Carolina,63,Female,100,0.0
2020,North Carolina,44,Male,100,1.0
2020,North Carolina,80,Male,100,1.0
2020,North Carolina,71,Female,100,1.0
2020,North Carolina,18,Male,100,1.0
2020,North Carolina,30,Male,100,1.0
2020,North Carolina,60,Female,100,0.0
2020,North Carolina,29,Female,801,1.0
2020,North Carolina,18,Male,200,0.0
2020,North Carolina,48,Female,100,0.0
2020,North Carolina,65,Male,100,0.0
2020,North Carolina,46,Female,100,0.0
2020,North Carolina,61,Female,100,0.0
2020,North Carolina,31,Female,100,0.0
2020,North Carolina,44,Male,100,0.0
2020,North Carolina,44,Female,100,0.0
2020,North Carolina,33,Female,200,0.0
2020,North Carolina,48,Male,100,0.0
2020,North Carolina,74,Female,100,0.0
2020,North Carolina,47,Male,100,1.0
2020,North Carolina,67,Female,200,0.0
2020,North Carolina,49,Male,100,1.0
2020,North Carolina,54,Female,100,0.0
2020,North Carolina,70,Female,100,0.0
2020,North Carolina,48,Female,100,0.0
2020,North Carolina,35,Female,100,0.0
2020,North Carolina,42,Male,100,0.0
2020,North Carolina,37,Female,200,1.0
2020,North Carolina,63,Male,100,1.0
2020,North Carolina,59,Female,100,1.0
2020,North Carolina,23,Male,100,0.0
2020,North Carolina,42,Female,100,1.0
2020,North Carolina,40,Male,200,0.0
2020,North Carolina,20,Male,100,1.0
2020,North Carolina,34,Male,100,1.0
2020,North Carolina,54,Female,100,0.0
2020,North Carolina,31,Female,802,1.0
2020,North Carolina,34,Female,100,0.0
2020,North Carolina,38,Male,100,0.0
2020,North Carolina,34,Male,100,0.0
2020,North Carolina,26,Female,100,0.0
2020,North Carolina,34,Male,100,1.0
2020,North Carolina,76,Male,100,1.0
2020,North Carolina,64,Female,100,1.0
2020,North Carolina,65,Male,100,1.0
2020,North Carolina,64,Female,100,0.0
2020,North Carolina,24,Male,100,1.0
2020,North Carolina,23,Female,100,1.0
2020,North Carolina,79,Female,100,1.0
2020,North Carolina,26,Male,100,0.0
2020,North Carolina,19,Female,100,0.0
2020,North Carolina,80,Male,100,1.0
2020,North Carolina,27,Male,100,0.0
2020,North Carolina,26,Female,100,0.0
2020,North Carolina,19,Male,100,1.0
2020,North Carolina,76,Female,100,1.0
2020,North Carolina,75,Female,100,1.0
2020,North Carolina,40,Female,100,0.0
2020,North Carolina,78,Male,200,1.0
2020,North Carolina,72,Female,200,1.0
2020,North Carolina,37,Male,200,1.0
2020,North Carolina,71,Female,100,1.0
2020,North Carolina,85,Female,100,0.0
2020,North Carolina,85,Male,100,0.0
2020,North Carolina,62,Female,100,1.0
2020,North Carolina,79,Female,100,0.0
2020,North Carolina,20,Male,100,0.0
2020,North Carolina,23,Female,100,1.0
2020,North Carolina,40,Male,200,0.0
2020,North Carolina,78,Female,100,1.0
2020,North Carolina,27,Female,300,1.0
2020,North Carolina,61,Female,100,0.0
2020,North Carolina,41,Male,100,0.0
2020,North Carolina,40,Male,100,0.0
2020,North Carolina,46,Male,300,1.0
2020,North Carolina,27,Male,100,0.0
2020,North Carolina,38,Male,100,0.0
2020,North Carolina,32,Female,100,0.0
2020,North Carolina,18,Male,100,0.0
2020,North Carolina,19,Male,100,0.0
2020,North Carolina,78,Male,100,1.0
2020,North Carolina,49,Male,100,0.0
2020,North Carolina,50,Male,100,0.0
2020,North Carolina,22,Male,100,0.0
2020,North Carolina,34,Male,100,1.0
2020,North Carolina,33,Female,100,0.0
2020,North Carolina,29,Male,100,0.0
2020,North Carolina,23,Male,100,1.0
2020,North Carolina,23,Male,100,0.0
2020,North Carolina,44,Male,100,0.0
2020,North Carolina,35,Female,100,0.0
2020,North Carolina,25,Female,100,1.0
2020,North Carolina,40,Female,100,1.0
2020,North Carolina,55,Female,100,0.0
2020,North Carolina,43,Female,200,0.0
2020,North Carolina,18,Male,200,0.0
2020,North Carolina,22,Female,200,0.0
2020,North Carolina,46,Female,100,0.0
2020,North Carolina,67,Female,100,0.0
2020,North Carolina,80,Female,100,0.0
2020,North Carolina,45,Female,100,0.0
2020,North Carolina,49,Male,100,0.0
2020,North Carolina,40,Female,100,1.0
2020,North Carolina,41,Female,100,0.0
2020,North Carolina,34,Male,100,1.0
2020,North Carolina,41,Female,100,0.0
2020,North Carolina,35,Male,100,0.0
2020,North Carolina,37,Male,100,0.0
2020,North Carolina,49,Female,100,0.0
2020,North Carolina,26,Female,200,1.0
2020,North Carolina,44,Female,100,1.0
2020,North Carolina,70,Male,200,0.0
2020,North Carolina,67,Female,200,0.0
2020,North Carolina,27,Female,100,1.0
2020,North Carolina,85,Female,100,1.0
2020,North Carolina,36,Male,100,0.0
2020,North Carolina,33,Male,100,0.0
2020,North Carolina,31,Female,100,0.0
2020,North Carolina,34,Female,100,0.0
2020,North Carolina,40,Male,100,0.0
2020,North Carolina,30,Female,100,0.0
2020,North Carolina,42,Male,100,0.0
2020,North Carolina,41,Female,100,0.0
2020,North Carolina,47,Female,100,0.0
2020,North Carolina,32,Male,100,0.0
2020,North Carolina,42,Male,100,0.0
2020,North Carolina,70,Male,100,0.0
2020,North Carolina,44,Male,100,0.0
2020,North Carolina,36,Female,100,1.0
2020,North Carolina,41,Male,100,1.0
2020,North Carolina,31,Male,200,0.0
2020,North Carolina,85,Female,100,0.0
2020,North Carolina,35,Male,100,0.0
2020,North Carolina,43,Female,100,1.0
2020,North Carolina,21,Female,651,0.0
2020,North Carolina,42,Male,100,0.0
2020,North Carolina,78,Male,200,1.0
2020,North Carolina,20,Male,100,1.0
2020,North Carolina,29,Female,100,0.0
2020,North Carolina,29,Male,100,0.0
2020,North Carolina,28,Female,100,0.0
2020,North Carolina,18,Female,200,0.0
2020,North Carolina,85,Female,100,0.0
2020,North Carolina,65,Male,100,0.0
2020,North Carolina,18,Female,100,1.0
2020,North Carolina,22,Male,100,0.0
2020,North Carolina,49,Male,100,0.0
2020,North Carolina,53,Male,200,1.0
2020,North Carolina,29,Female,200,0.0
2020,North Carolina,54,Female,200,0.0
2020,North Carolina,49,Female,200,0.0
2020,North Carolina,53,Male,100,0.0
2020,North Carolina,24,Female,100,1.0
2020,North Carolina,73,Male,100,1.0
2020,North Carolina,19,Female,100,0.0
2020,North Carolina,34,Male,100,1.0
2020,North Carolina,33,Female,100,0.0
2020,North Carolina,36,Male,200,1.0
2020,North Carolina,60,Female,100,0.0
2020,North Carolina,43,Male,100,0.0
2020,North Carolina,62,Female,802,1.0
2020,North Carolina,21,Female,100,0.0
2020,North Carolina,37,Female,100,0.0
2020,North Carolina,44,Female,100,0.0
2020,North Carolina,21,Male,100,0.0
2020,North Carolina,52,Male,100,1.0
2020,North Carolina,35,Female,100,1.0
2020,North Carolina,66,Female,100,1.0
2020,North Carolina,21,Female,100,0.0
2020,North Carolina,85,Male,200,0.0
2020,North Carolina,20,Female,100,0.0
2020,North Carolina,41,Male,100,0.0
2020,North Carolina,68,Female,100,0.0
2020,North Carolina,44,Male,100,0.0
2020,North Carolina,62,Male,100,0.0
2020,North Carolina,23,Male,100,0.0
2020,North Carolina,23,Male,100,0.0
2020,North Carolina,25,Female,200,0.0
2020,North Carolina,65,Female,100,1.0
2020,North Carolina,80,Female,100,0.0
2020,North Carolina,80,Male,100,0.0
2020,North Carolina,60,Female,100,0.0
2020,North Carolina,45,Female,100,0.0
2020,North Carolina,43,Male,100,0.0
2020,North Carolina,53,Female,200,0.0
2020,North Carolina,34,Female,100,0.0
2020,North Carolina,36,Male,200,0.0
2020,North Dakota,36,Male,100,1.0
2020,North Dakota,30,Female,100,1.0
2020,North Dakota,40,Female,300,1.0
2020,North Dakota,69,Male,100,1.0
2020,North Dakota,39,Male,100,1.0
2020,North Dakota,80,Female,100,0.0
2020,North Dakota,52,Female,100,1.0
2020,North Dakota,71,Female,100,1.0
2020,North Dakota,47,Male,100,0.0
2020,North Dakota,39,Female,100,0.0
2020,North Dakota,60,Female,100,0.0
2020,North Dakota,63,Male,100,0.0
2020,North Dakota,19,Male,100,0.0
2020,North Dakota,79,Female,100,1.0
2020,North Dakota,32,Male,200,0.0
2020,North Dakota,31,Female,200,0.0
2020,North Dakota,32,Female,100,1.0
2020,North Dakota,33,Male,100,1.0
2020,North Dakota,37,Female,100,0.0
2020,North Dakota,18,Male,802,0.0
2020,North Dakota,53,Male,100,1.0
2020,North Dakota,62,Female,100,0.0
2020,North Dakota,26,Female,100,0.0
2020,North Dakota,53,Male,200,0.0
2020,North Dakota,60,Female,100,1.0
2020,North Dakota,46,Male,100,0.0
2020,North Dakota,22,Female,100,1.0
2020,North Dakota,23,Female,200,1.0
2020,North Dakota,85,Male,100,0.0
2020,North Dakota,64,Female,100,0.0
2020,North Dakota,66,Male,100,0.0
2020,North Dakota,50,Female,100,0.0
2020,North Dakota,47,Female,100,0.0
2020,North Dakota,68,Female,100,0.0
2020,North Dakota,38,Female,100,0.0
2020,North Dakota,35,Male,100,1.0
2020,North Dakota,23,Male,100,0.0
2020,North Dakota,51,Female,100,0.0
2020,North Dakota,33,Female,651,1.0
2020,North Dakota,50,Female,100,0.0
2020,North Dakota,20,Male,200,0.0
2020,North Dakota,22,Male,200,0.0
2020,North Dakota,40,Male,803,1.0
2020,North Dakota,60,Male,100,0.0
2020,North Dakota,45,Male,300,0.0
2020,North Dakota,20,Male,100,0.0
2020,North Dakota,32,Male,100,0.0
2020,North Dakota,34,Female,300,0.0
2020,North Dakota,58,Female,802,1.0
2020,North Dakota,63,Male,300,1.0
2020,North Dakota,26,Male,100,1.0
2020,North Dakota,68,Female,100,0.0
2020,North Dakota,34,Male,100,1.0
2020,North Dakota,42,Male,100,1.0
2020,North Dakota,63,Female,100,1.0
2020,North Dakota,22,Male,100,1.0
2020,North Dakota,21,Female,100,1.0
2020,North Dakota,46,Female,100,1.0
2020,North Dakota,39,Male,100,1.0
2020,North Dakota,85,Female,100,0.0
2020,North Dakota,80,Male,100,0.0
2020,North Dakota,78,Male,100,1.0
2020,North Dakota,37,Female,100,0.0
2020,North Dakota,40,Male,100,0.0
2020,North Dakota,32,Female,100,0.0
2020,North Dakota,44,Male,100,1.0
2020,North Dakota,37,Male,100,1.0
2020,North Dakota,22,Female,100,1.0
2020,North Dakota,47,Female,100,0.0
2020,North Dakota,32,Female,100,0.0
2020,North Dakota,28,Male,300,0.0
2020,North Dakota,85,Male,100,1.0
2020,North Dakota,30,Male,100,0.0
2020,North Dakota,50,Male,100,0.0
2020,North Dakota,24,Female,300,0.0
2020,North Dakota,26,Male,300,0.0
2020,North Dakota,78,Female,100,1.0
2020,North Dakota,68,Male,100,1.0
2020,North Dakota,35,Male,100,1.0
2020,North Dakota,29,Male,100,1.0
2020,North Dakota,85,Male,100,1.0
2020,North Dakota,37,Female,100,0.0
2020,North Dakota,33,Female,100,1.0
2020,North Dakota,46,Male,100,1.0
2020,North Dakota,37,Male,100,0.0
2020,North Dakota,21,Male,100,1.0
2020,North Dakota,66,Male,300,1.0
2020,North Dakota,58,Female,300,1.0
2020,North Dakota,18,Male,300,1.0
2020,North Dakota,22,Male,300,1.0
2020,North Dakota,29,Female,100,1.0
2020,North Dakota,23,Male,100,0.0
2020,North Dakota,28,Female,100,0.0
2020,North Dakota,23,Male,100,0.0
2020,North Dakota,67,Female,100,0.0
2020,North Dakota,43,Male,100,0.0
2020,North Dakota,76,Female,100,1.0
2020,North Dakota,25,Male,100,1.0
2020,North Dakota,62,Male,100,0.0
2020,North Dakota,29,Female,100,1.0
2020,North Dakota,38,Male,100,1.0
2020,North Dakota,24,Male,100,0.0
2020,North Dakota,37,Male,100,0.0
2020,North Dakota,34,Female,100,0.0
2020,North Dakota,53,Female,100,1.0
2020,North Dakota,27,Male,100,1.0
2020,North Dakota,59,Female,100,1.0
2020,North Dakota,21,Male,100,0.0
2020,North Dakota,35,Male,300,1.0
2020,North Dakota,38,Male,100,1.0
2020,North Dakota,29,Female,300,1.0
2020,North Dakota,46,Male,100,1.0
2020,North Dakota,20,Female,100,0.0
2020,North Dakota,26,Female,100,0.0
2020,North Dakota,27,Male,100,0.0
2020,North Dakota,31,Male,100,0.0
2020,North Dakota,27,Female,806,1.0
2020,North Dakota,85,Female,100,1.0
2020,North Dakota,48,Female,100,0.0
2020,North Dakota,48,Female,100,1.0
2020,North Dakota,47,Male,100,1.0
2020,North Dakota,30,Male,100,0.0
2020,North Dakota,29,Female,100,0.0
2020,North Dakota,59,Male,100,0.0
2020,North Dakota,53,Female,100,0.0
2020,North Dakota,56,Female,100,1.0
2020,North Dakota,73,Male,100,0.0
2020,North Dakota,28,Male,100,0.0
2020,North Dakota,56,Male,100,1.0
2020,North Dakota,38,Male,100,1.0
2020,North Dakota,35,Female,100,1.0
2020,North Dakota,22,Male,100,1.0
2020,North Dakota,85,Male,100,1.0
2020,North Dakota,60,Female,300,1.0
2020,North Dakota,34,Male,300,1.0
2020,North Dakota,19,Female,300,1.0
2020,North Dakota,20,Male,300,1.0
2020,North Dakota,26,Female,300,1.0
2020,North Dakota,70,Female,100,0.0
2020,North Dakota,33,Female,100,0.0
2020,North Dakota,37,Male,100,0.0
2020,North Dakota,30,Female,100,1.0
2020,North Dakota,73,Male,100,0.0
2020,North Dakota,40,Female,100,0.0
2020,North Dakota,22,Female,100,1.0
2020,North Dakota,40,Female,100,0.0
2020,North Dakota,28,Female,100,1.0
2020,North Dakota,85,Male,100,1.0
2020,North Dakota,32,Female,100,0.0
2020,North Dakota,33,Male,100,0.0
2020,North Dakota,24,Male,100,1.0
2020,North Dakota,32,Female,100,0.0
2020,North Dakota,31,Male,100,0.0
2020,North Dakota,30,Male,100,1.0
2020,North Dakota,19,Male,100,0.0
2020,North Dakota,62,Male,100,1.0
2020,North Dakota,23,Female,100,1.0
2020,North Dakota,22,Female,100,0.0
2020,North Dakota,57,Female,300,1.0
2020,North Dakota,21,Male,100,1.0
2020,North Dakota,39,Male,100,0.0
2020,North Dakota,37,Female,100,0.0
2020,North Dakota,37,Male,300,0.0
2020,North Dakota,56,Male,100,0.0
2020,North Dakota,24,Female,300,0.0
2020,North Dakota,22,Female,100,1.0
2020,North Dakota,74,Female,100,1.0
2020,North Dakota,64,Male,100,1.0
2020,North Dakota,38,Male,100,1.0
2020,North Dakota,38,Female,100,1.0
2020,North Dakota,38,Male,100,1.0
2020,North Dakota,25,Male,200,0.0
2020,North Dakota,65,Female,100,0.0
2020,North Dakota,36,Male,100,0.0
2020,North Dakota,47,Male,100,1.0
2020,North Dakota,80,Female,100,0.0
2020,North Dakota,60,Male,100,0.0
2020,North Dakota,61,Female,100,0.0
2020,North Dakota,24,Female,100,0.0
2020,North Dakota,39,Male,100,1.0
2020,North Dakota,37,Female,100,1.0
2020,North Dakota,26,Female,100,1.0
2020,North Dakota,37,Male,100,1.0
2020,North Dakota,30,Female,100,0.0
2020,North Dakota,32,Male,100,0.0
2020,North Dakota,57,Male,100,1.0
2020,North Dakota,21,Male,100,0.0
2020,North Dakota,21,Male,100,0.0
2020,North Dakota,46,Male,200,0.0
2020,North Dakota,28,Male,100,0.0
2020,North Dakota,30,Male,100,0.0
2020,North Dakota,19,Male,100,1.0
2020,North Dakota,18,Female,100,1.0
2020,North Dakota,32,Male,100,0.0
2020,North Dakota,85,Female,100,0.0
2020,North Dakota,78,Male,100,1.0
2020,North Dakota,50,Female,100,0.0
2020,North Dakota,57,Male,100,0.0
2020,North Dakota,25,Male,100,1.0
2020,North Dakota,22,Male,100,1.0
2020,North Dakota,28,Male,100,0.0
2020,North Dakota,46,Male,100,1.0
2020,North Dakota,20,Male,100,0.0
2020,North Dakota,40,Male,100,0.0
2020,North Dakota,38,Female,100,0.0
2020,North Dakota,33,Female,100,0.0
2020,North Dakota,33,Male,100,0.0
2020,North Dakota,30,Male,100,1.0
2020,North Dakota,25,Female,100,0.0
2020,North Dakota,27,Male,100,0.0
2020,North Dakota,56,Male,100,1.0
2020,North Dakota,34,Male,100,0.0
2020,North Dakota,29,Female,100,1.0
2020,North Dakota,21,Male,100,0.0
2020,North Dakota,41,Male,100,1.0
2020,North Dakota,74,Male,100,0.0
2020,North Dakota,70,Male,100,0.0
2020,North Dakota,30,Female,100,1.0
2020,North Dakota,23,Female,100,1.0
2020,North Dakota,62,Female,100,1.0
2020,North Dakota,47,Male,200,0.0
2020,North Dakota,36,Female,100,0.0
2020,North Dakota,51,Female,100,1.0
2020,North Dakota,23,Female,802,1.0
2020,North Dakota,51,Male,100,1.0
2020,North Dakota,55,Female,100,0.0
2020,North Dakota,56,Male,100,0.0
2020,North Dakota,29,Male,200,0.0
2020,North Dakota,23,Female,801,1.0
2020,North Dakota,51,Female,300,0.0
2020,North Dakota,24,Female,802,0.0
2020,North Dakota,24,Male,802,1.0
2020,North Dakota,36,Male,100,1.0
2020,North Dakota,77,Male,100,1.0
2020,North Dakota,26,Female,100,0.0
2020,North Dakota,80,Female,100,0.0
2020,North Dakota,51,Female,100,1.0
2020,North Dakota,33,Female,300,1.0
2020,North Dakota,45,Female,100,1.0
2020,North Dakota,48,Female,300,1.0
2020,North Dakota,30,Male,300,1.0
2020,North Dakota,28,Female,300,1.0
2020,North Dakota,23,Female,100,0.0
2020,North Dakota,27,Male,100,0.0
2020,North Dakota,85,Female,100,0.0
2020,North Dakota,85,Female,100,0.0
2020,North Dakota,23,Male,100,0.0
2020,North Dakota,65,Female,100,1.0
2020,North Dakota,46,Male,100,1.0
2020,North Dakota,42,Female,100,1.0
2020,North Dakota,19,Female,100,0.0
2020,North Dakota,70,Male,100,1.0
2020,North Dakota,80,Female,100,1.0
2020,North Dakota,23,Male,100,0.0
2020,North Dakota,23,Male,100,0.0
2020,North Dakota,30,Male,100,0.0
2020,Ohio,38,Male,200,0.0
2020,Ohio,44,Female,200,0.0
2020,Ohio,64,Male,801,1.0
2020,Ohio,74,Female,100,1.0
2020,Ohio,50,Female,100,1.0
2020,Ohio,59,Male,100,0.0
2020,Ohio,53,Male,100,0.0
2020,Ohio,34,Female,100,1.0
2020,Ohio,35,Male,200,0.0
2020,Ohio,31,Female,200,1.0
2020,Ohio,26,Female,100,1.0
2020,Ohio,42,Male,100,0.0
2020,Ohio,50,Male,100,1.0
2020,Ohio,56,Male,100,1.0
2020,Ohio,48,Male,100,1.0
2020,Ohio,28,Male,100,1.0
2020,Ohio,38,Female,100,1.0
2020,Ohio,53,Male,100,1.0
2020,Ohio,56,Female,100,1.0
2020,Ohio,47,Male,100,0.0
2020,Ohio,29,Female,802,0.0
2020,Ohio,30,Male,801,0.0
2020,Ohio,55,Male,100,0.0
2020,Ohio,51,Male,100,1.0
2020,Ohio,26,Male,100,1.0
2020,Ohio,25,Female,100,1.0
2020,Ohio,29,Female,200,0.0
2020,Ohio,30,Male,100,0.0
2020,Ohio,22,Female,100,0.0
2020,Ohio,20,Female,100,1.0
2020,Ohio,20,Male,200,1.0
2020,Ohio,54,Female,100,0.0
2020,Ohio,57,Male,100,0.0
2020,Ohio,60,Female,100,1.0
2020,Ohio,79,Male,100,0.0
2020,Ohio,30,Female,100,1.0
2020,Ohio,28,Female,200,0.0
2020,Ohio,32,Male,200,1.0
2020,Ohio,33,Male,100,1.0
2020,Ohio,33,Female,100,0.0
2020,Ohio,36,Male,100,0.0
2020,Ohio,38,Male,200,1.0
2020,Ohio,36,Female,200,1.0
2020,Ohio,46,Male,200,1.0
2020,Ohio,19,Male,200,0.0
2020,Ohio,20,Female,810,0.0
2020,Ohio,21,Male,810,0.0
2020,Ohio,24,Male,810,0.0
2020,Ohio,22,Female,100,0.0
2020,Ohio,85,Female,100,0.0
2020,Ohio,62,Male,100,0.0
2020,Ohio,65,Female,100,0.0
2020,Ohio,80,Female,100,1.0
2020,Ohio,32,Male,100,1.0
2020,Ohio,36,Male,100,1.0
2020,Ohio,24,Female,100,0.0
2020,Ohio,58,Male,100,0.0
2020,Ohio,57,Female,100,0.0
2020,Ohio,47,Male,200,1.0
2020,Ohio,36,Male,100,1.0
2020,Ohio,41,Male,100,0.0
2020,Ohio,37,Female,100,1.0
2020,Ohio,36,Male,200,0.0
2020,Ohio,25,Male,200,1.0
2020,Ohio,40,Male,100,0.0
2020,Ohio,50,Male,100,1.0
2020,Ohio,38,Male,100,1.0
2020,Ohio,54,Female,300,0.0
2020,Ohio,51,Male,100,1.0
2020,Ohio,23,Female,100,0.0
2020,Ohio,26,Female,801,0.0
2020,Ohio,51,Male,100,1.0
2020,Ohio,23,Female,100,1.0
2020,Ohio,62,Male,100,0.0
2020,Ohio,42,Male,100,0.0
2020,Ohio,24,Male,100,1.0
2020,Ohio,25,Male,200,0.0
2020,Ohio,57,Male,100,0.0
2020,Ohio,25,Female,200,1.0
2020,Ohio,49,Male,100,0.0
2020,Ohio,69,Female,200,1.0
2020,Ohio,73,Female,651,0.0
2020,Ohio,27,Female,651,1.0
2020,Ohio,58,Female,100,0.0
2020,Ohio,73,Male,100,0.0
2020,Ohio,46,Male,100,1.0
2020,Ohio,59,Female,100,0.0
2020,Ohio,64,Female,100,0.0
2020,Ohio,85,Female,100,0.0
2020,Ohio,76,Female,100,1.0
2020,Ohio,28,Female,100,1.0
2020,Ohio,67,Female,100,0.0
2020,Ohio,69,Male,100,0.0
2020,Ohio,28,Female,100,1.0
2020,Ohio,20,Female,100,0.0
2020,Ohio,42,Male,100,0.0
2020,Ohio,85,Female,100,0.0
2020,Ohio,53,Male,100,1.0
2020,Ohio,23,Female,100,0.0
2020,Ohio,69,Female,100,0.0
2020,Ohio,44,Female,100,0.0
2020,Ohio,54,Female,100,0.0
2020,Ohio,57,Female,100,1.0
2020,Ohio,22,Female,100,0.0
2020,Ohio,40,Female,100,1.0
2020,Ohio,52,Male,100,1.0
2020,Ohio,85,Female,100,0.0
2020,Ohio,60,Male,100,0.0
2020,Ohio,32,Male,100,1.0
2020,Ohio,71,Female,100,0.0
2020,Ohio,63,Male,100,1.0
2020,Ohio,18,Male,200,0.0
2020,Ohio,20,Male,200,0.0
2020,Ohio,28,Female,200,0.0
2020,Ohio,40,Female,200,1.0
2020,Ohio,20,Male,200,0.0
2020,Ohio,39,Male,100,0.0
2020,Ohio,43,Female,651,0.0
2020,Ohio,21,Female,100,0.0
2020,Ohio,19,Female,200,0.0
2020,Ohio,71,Female,100,0.0
2020,Ohio,40,Male,100,1.0
2020,Ohio,18,Male,100,0.0
2020,Ohio,20,Female,100,1.0
2020,Ohio,19,Male,100,0.0
2020,Ohio,55,Female,100,0.0
2020,Ohio,22,Male,100,0.0
2020,Ohio,46,Female,100,0.0
2020,Ohio,59,Male,100,0.0
2020,Ohio,24,Male,100,0.0
2020,Ohio,36,Male,651,0.0
2020,Ohio,27,Female,100,0.0
2020,Ohio,26,Male,100,1.0
2020,Ohio,57,Female,801,1.0
2020,Ohio,31,Male,100,0.0
2020,Ohio,64,Female,100,0.0
2020,Ohio,28,Male,100,0.0
2020,Ohio,37,Female,100,0.0
2020,Ohio,39,Male,100,0.0
2020,Ohio,44,Male,100,1.0
2020,Ohio,22,Female,100,1.0
2020,Ohio,23,Male,100,1.0
2020,Ohio,79,Male,100,0.0
2020,Ohio,80,Female,100,0.0
2020,Ohio,60,Male,100,0.0
2020,Ohio,61,Female,100,0.0
2020,Ohio,35,Male,100,1.0
2020,Ohio,35,Female,100,1.0
2020,Ohio,80,Female,100,1.0
2020,Ohio,44,Male,100,1.0
